,months,multiple,gb_mon,security,backup,protection,support,unlimited,contract,paperless,monthly,satisfaction,churn_value,payment_Credit Card,payment_Mailed Check,internet_type_DSL,internet_type_Fiber Optic,internet_type_None,offer_Offer A,offer_Offer B,offer_Offer C,offer_Offer D,offer_Offer E
508,0.0,1,0.2588235294117647,0,0,0,0,1,0.5,1,0.535820895522388,0.75,0,0,0,0,1,0,0,0,0,0,1
509,1.0,0,0.1294117647058823,1,1,1,0,1,0.5,0,0.7835820895522387,0.5,0,0,0,0,1,0,0,0,0,0,0
510,0.0,0,0.3294117647058823,0,0,0,0,1,0.5,1,0.7054726368159204,1.0,0,0,0,0,1,0,0,0,0,0,0
511,0.25,1,0.3411764705882353,1,0,0,0,1,0.5,1,0.3567164179104477,0.5,0,0,0,1,0,0,0,0,0,1,0
512,1.0,0,0.2823529411764706,1,1,1,1,1,1.0,1,0.46318407960199,0.5,0,0,0,1,0,0,1,0,0,0,0
513,0.25,1,0.2470588235294117,0,1,1,1,1,0.5,1,0.6621890547263681,0.5,0,0,0,1,0,0,0,0,0,0,0
514,0.0,0,0.2588235294117647,0,0,0,0,1,0.5,1,0.2592039800995024,0.5,0,0,0,0,0,0,0,0,0,0,1
515,0.5,1,0.1176470588235294,0,0,0,0,0,0.5,1,0.7641791044776118,0.75,0,0,0,0,1,0,0,0,0,0,0
516,0.5,1,0.2352941176470588,1,0,1,1,1,0.5,1,0.9119402985074626,0.5,0,0,0,0,1,0,0,0,0,0,0
517,0.5,0,0.1294117647058823,0,0,1,1,1,0.5,1,0.3616915422885572,0.75,0,0,0,0,0,0,0,0,1,0,0
518,0.5,0,0.2705882352941176,0,1,0,0,1,0.5,1,0.7532338308457711,1.0,0,0,1,0,1,0,0,0,1,0,0
519,0.75,0,0.2470588235294117,0,0,0,0,1,0.5,1,0.5213930348258707,0.5,0,0,0,0,1,0,0,0,0,0,0
520,0.75,1,0.3411764705882353,0,0,0,0,1,0.5,0,0.3323383084577114,0.5,0,0,0,0,0,0,0,0,0,0,0
521,0.75,1,0.1058823529411764,0,1,1,0,1,0.5,1,0.8641791044776118,0.75,0,0,0,0,1,0,0,0,0,0,0
522,0.75,1,0.1647058823529411,1,0,0,0,1,0.5,0,0.8288557213930349,0.5,0,1,0,0,1,0,0,0,0,0,0
523,0.25,0,0.3294117647058823,1,0,1,1,1,0.5,1,0.5124378109452736,0.5,0,0,1,1,0,0,0,0,0,1,0
524,1.0,1,0.1529411764705882,1,1,1,1,0,1.0,1,0.9731343283582088,0.5,0,0,0,0,1,0,1,0,0,0,0
525,1.0,1,0.0941176470588235,0,0,1,1,1,1.0,0,0.8343283582089552,0.75,0,0,0,0,1,0,0,0,0,0,0
526,0.25,0,0.0,0,0,0,0,0,0.5,0,0.0238805970149253,0.75,0,0,1,0,0,1,0,0,0,1,0
527,0.5,0,0.2,0,1,0,1,1,0.5,1,0.5751243781094527,1.0,0,0,0,1,0,0,0,0,1,0,0
528,0.25,0,0.2470588235294117,0,0,0,0,1,0.5,1,0.6288557213930348,1.0,0,0,0,0,1,0,0,0,0,1,0
529,1.0,1,0.2352941176470588,0,1,0,0,1,0.5,0,0.4557213930348258,0.75,0,0,0,1,0,0,0,0,0,0,0
530,1.0,1,0.2,1,0,0,0,1,1.0,1,0.6213930348258706,0.5,0,1,0,0,1,0,1,0,0,0,0
531,0.25,0,0.0588235294117647,1,0,1,1,1,0.5,0,0.7567164179104477,0.5,0,1,0,0,1,0,0,0,0,0,0
532,0.0,0,0.2705882352941176,0,0,0,0,1,0.5,0,0.5154228855721392,0.75,0,0,0,0,1,0,0,0,0,0,1
533,0.25,1,0.1058823529411764,0,0,0,0,1,0.5,1,0.3318407960199004,1.0,0,0,0,1,0,0,0,0,1,0,0
534,1.0,1,0.2,1,1,1,1,0,1.0,1,0.9701492537313432,0.75,0,1,0,0,1,0,1,0,0,0,0
535,0.75,1,0.188235294117647,0,1,1,1,1,1.0,1,0.8124378109452737,0.5,0,0,0,0,1,0,0,0,0,0,0
536,1.0,1,0.1411764705882353,0,0,1,1,0,0.5,1,0.8845771144278608,1.0,0,1,0,0,1,0,1,0,0,0,0
537,0.75,1,0.2,1,1,1,0,1,0.5,1,0.8323383084577115,0.5,0,0,0,0,1,0,0,0,0,0,0
538,0.75,1,0.1176470588235294,0,1,0,1,1,1.0,0,0.4114427860696518,0.5,0,0,0,1,0,0,0,0,0,0,0
539,0.25,1,0.0941176470588235,0,1,1,1,1,0.5,1,0.9213930348258706,0.75,0,0,0,0,1,0,0,0,1,0,0
540,0.5,1,0.2117647058823529,1,1,0,0,1,0.5,1,0.7592039800995024,0.5,0,0,0,0,1,0,0,0,1,0,0
541,0.75,1,0.0235294117647058,1,1,1,0,1,0.5,1,0.9109452736318407,0.5,0,1,0,0,1,0,0,0,0,0,0
542,1.0,1,0.0588235294117647,0,0,1,1,0,0.5,1,0.8417910447761193,0.5,0,1,0,0,1,0,1,0,0,0,0
543,0.0,0,0.6235294117647059,0,0,0,0,1,0.5,1,0.1621890547263681,0.75,0,0,0,0,0,0,0,0,0,0,0
544,1.0,1,0.1764705882352941,0,1,1,0,1,0.5,0,0.8592039800995025,0.5,0,1,0,0,1,0,1,0,0,0,0
545,1.0,1,0.1647058823529411,0,1,1,1,1,1.0,0,0.9293532338308458,1.0,0,0,0,0,1,0,1,0,0,0,0
546,0.75,0,0.2470588235294117,0,1,1,0,1,0.5,1,0.7124378109452736,0.75,0,0,0,0,1,0,0,0,0,0,0
547,0.25,0,0.1529411764705882,0,0,0,0,0,0.5,0,0.5149253731343283,0.5,0,1,0,0,1,0,0,0,1,0,0
548,1.0,1,0.3176470588235294,1,0,1,1,1,1.0,1,0.9164179104477612,0.5,0,0,0,0,1,0,0,0,0,0,0
549,0.5,1,0.2823529411764706,0,0,1,1,1,0.5,1,0.8507462686567163,0.5,0,1,0,0,1,0,0,0,0,0,0
550,0.25,0,0.0,0,0,0,0,0,0.5,1,0.017910447761194,0.5,0,1,0,0,0,1,0,0,0,0,0
551,0.75,0,0.2588235294117647,0,1,0,0,0,0.5,1,0.663681592039801,0.5,0,0,0,0,1,0,0,0,0,0,0
552,0.25,1,0.2235294117647058,0,1,0,1,1,0.5,1,0.8597014925373135,0.75,0,0,0,0,1,0,0,0,1,0,0
553,1.0,1,0.1764705882352941,0,0,1,0,1,0.5,1,0.617910447761194,0.75,0,1,0,0,1,0,1,0,0,0,0
554,0.0,0,0.0,0,0,0,0,0,0.5,1,0.0298507462686567,0.75,0,1,0,0,0,1,0,0,0,0,0
555,0.5,1,0.2235294117647058,0,1,0,0,1,0.5,1,0.607960199004975,0.75,0,0,0,0,1,0,0,0,0,0,0
556,1.0,1,0.2,1,1,1,1,1,1.0,1,0.7124378109452736,0.5,0,0,0,0,0,0,1,0,0,0,0
557,1.0,1,0.0235294117647058,0,1,1,1,1,1.0,1,0.9208955223880596,1.0,0,1,0,0,1,0,1,0,0,0,0
558,1.0,1,0.0235294117647058,1,1,1,1,1,1.0,1,0.9621890547263682,0.5,0,0,0,0,1,0,1,0,0,0,0
559,0.0,0,0.1529411764705882,0,0,1,0,0,0.5,0,0.5651741293532337,0.75,0,1,0,0,1,0,0,0,0,0,1
560,1.0,1,0.0352941176470588,0,0,0,0,1,1.0,1,0.5711442786069653,0.75,0,1,0,0,1,0,1,0,0,0,0
561,0.0,0,0.0,0,0,0,0,0,0.5,0,0.017910447761194,1.0,0,0,0,0,0,1,0,0,0,0,1
562,1.0,1,0.6235294117647059,1,1,0,0,1,0.5,1,0.7462686567164178,0.5,0,0,0,0,1,0,0,0,0,0,0
563,0.25,0,0.0,0,0,0,0,0,0.5,0,0.0104477611940298,1.0,0,1,0,0,0,1,0,0,1,0,0
564,0.0,0,0.2352941176470588,0,0,1,0,0,0.5,1,0.6577114427860695,0.5,0,0,0,0,1,0,0,0,0,0,1
565,0.25,1,0.0470588235294117,1,1,1,0,1,0.5,1,0.917910447761194,0.5,0,0,0,0,1,0,0,0,1,0,0
566,0.5,1,0.0588235294117647,0,0,1,0,1,0.5,1,0.6253731343283582,0.75,0,1,0,0,1,0,0,0,1,0,0
567,0.0,1,0.2470588235294117,0,1,0,0,1,0.5,0,0.7039800995024875,0.75,0,1,0,0,1,0,0,0,0,0,0
568,0.25,0,0.2941176470588235,1,0,0,0,0,0.5,1,0.5686567164179105,0.75,0,0,0,0,1,0,0,0,0,0,0
569,0.25,0,0.2588235294117647,1,1,0,0,1,0.5,0,0.6313432835820896,0.75,0,0,0,0,1,0,0,0,0,0,0
570,0.0,1,0.1647058823529411,0,0,0,0,1,0.5,1,0.6467661691542288,0.5,0,0,0,0,1,0,0,0,0,0,0
571,0.5,1,0.3529411764705882,0,0,1,0,1,0.5,1,0.7273631840796019,1.0,0,1,0,0,1,0,0,0,1,0,0
572,0.0,0,0.1529411764705882,1,0,0,0,1,0.5,0,0.1149253731343283,0.5,0,0,0,1,0,0,0,0,0,0,1
573,0.0,0,0.2705882352941176,1,0,0,0,1,0.5,0,0.4243781094527362,0.5,0,0,0,1,0,0,0,0,0,0,1
574,0.75,1,0.0941176470588235,1,0,1,1,1,1.0,0,0.5472636815920398,0.5,0,0,0,1,0,0,0,0,0,0,0
575,0.75,1,0.1411764705882353,0,0,0,0,1,0.5,1,0.772139303482587,0.5,0,1,0,0,1,0,0,0,0,0,0
576,0.25,0,0.0,0,0,0,0,0,0.5,1,0.0248756218905472,1.0,0,0,0,0,0,1,0,0,0,0,0
577,0.0,0,0.0470588235294117,0,1,0,0,1,0.5,1,0.6611940298507463,0.75,0,0,0,0,1,0,0,0,0,0,1
578,0.75,0,0.2823529411764706,0,0,1,0,1,0.5,1,0.6751243781094527,0.75,0,0,0,0,1,0,0,0,0,0,0
579,1.0,0,0.3529411764705882,1,1,1,1,1,1.0,1,0.9129353233830844,1.0,0,0,0,0,1,0,0,0,0,0,0
580,1.0,1,0.0235294117647058,1,1,1,0,1,1.0,1,0.93681592039801,0.5,0,0,0,0,1,0,1,0,0,0,0
581,0.25,0,0.2470588235294117,1,0,0,1,1,0.5,0,0.3557213930348258,0.75,0,1,0,1,0,0,0,0,0,0,0
582,1.0,1,0.0235294117647058,0,1,0,0,1,1.0,1,0.6064676616915423,1.0,0,1,0,0,1,0,0,0,0,0,0
583,0.75,1,0.2588235294117647,0,0,1,0,1,0.5,1,0.8019900497512437,1.0,0,0,0,0,1,0,0,0,0,0,0
584,1.0,1,0.2588235294117647,1,1,1,1,0,1.0,0,0.7124378109452736,0.5,0,1,0,1,0,0,1,0,0,0,0
585,0.75,1,0.2352941176470588,0,0,0,0,1,0.5,1,0.6746268656716418,0.5,0,1,0,0,1,0,0,0,0,0,0
586,1.0,1,0.3176470588235294,1,1,1,1,1,1.0,1,0.9592039800995026,0.5,0,0,0,0,1,0,1,0,0,0,0
587,0.0,0,0.0,0,0,0,0,0,0.5,0,0.0139303482587064,1.0,0,1,0,0,0,1,0,0,0,0,0
588,0.0,1,0.2588235294117647,0,0,0,0,1,0.5,1,0.5666666666666667,1.0,0,1,0,0,1,0,0,0,0,0,0
589,1.0,1,0.2941176470588235,0,1,1,0,1,0.5,1,0.7930348258706468,1.0,0,1,0,0,1,0,0,0,0,0,0
590,0.25,0,0.1411764705882353,1,0,0,0,1,0.5,1,0.7646766169154228,0.5,0,0,0,0,1,0,0,0,0,0,0
591,1.0,1,0.2823529411764706,1,1,1,1,1,1.0,1,0.6412935323383084,0.5,0,0,0,1,0,0,1,0,0,0,0
592,1.0,0,0.1529411764705882,0,1,1,0,1,0.5,1,0.2567164179104477,0.5,0,1,0,0,0,0,1,0,0,0,0
593,0.5,1,0.2235294117647058,0,1,0,0,1,0.5,1,0.8174129353233831,0.5,0,0,0,0,1,0,0,0,1,0,0
594,0.5,1,0.0588235294117647,0,1,0,1,1,0.5,1,0.7567164179104477,0.5,0,0,0,0,1,0,0,0,0,0,0
595,1.0,1,0.188235294117647,0,0,1,0,1,1.0,0,0.8537313432835821,1.0,0,0,0,0,1,0,1,0,0,0,0
596,0.25,0,0.188235294117647,0,1,0,0,1,0.5,1,0.4154228855721392,1.0,0,0,0,1,0,0,0,0,0,0,0
597,1.0,1,0.0941176470588235,0,1,1,1,1,0.5,1,0.7965174129353233,0.5,0,1,0,0,1,0,0,0,0,0,0
598,0.25,0,0.1294117647058823,0,0,0,0,0,0.5,1,0.718407960199005,0.75,0,0,0,0,1,0,0,0,0,0,0
599,0.75,0,0.0470588235294117,0,0,1,1,1,1.0,0,0.7019900497512437,0.5,0,1,0,0,1,0,0,0,0,0,0
600,0.75,0,0.0470588235294117,0,0,0,0,0,0.5,0,0.1587064676616915,0.5,0,0,0,0,0,0,0,1,0,0,0
601,0.75,0,0.3294117647058823,1,0,0,0,1,0.5,0,0.7616915422885572,0.75,0,1,0,0,1,0,0,1,0,0,0
602,0.0,1,0.0470588235294117,1,0,0,0,0,0.5,1,0.6169154228855721,0.75,0,0,0,0,1,0,0,0,0,0,0
603,0.75,1,0.188235294117647,1,1,1,0,1,0.5,1,0.6960199004975124,0.75,0,0,0,0,1,0,0,1,0,0,0
604,1.0,0,0.0352941176470588,1,1,1,1,1,1.0,1,0.8074626865671642,0.5,0,0,0,0,1,0,1,0,0,0,0
605,1.0,1,0.2941176470588235,1,1,1,1,1,1.0,1,0.961194029850746,0.5,0,0,0,0,1,0,1,0,0,0,0
606,1.0,1,0.1058823529411764,1,1,1,0,1,1.0,0,0.6587064676616915,0.5,0,1,0,0,0,0,1,0,0,0,0
607,0.25,0,0.0470588235294117,0,0,0,0,1,0.5,0,0.6213930348258706,1.0,0,0,0,0,1,0,0,0,0,0,0
608,1.0,1,0.0235294117647058,0,1,0,0,1,0.5,1,0.6358208955223881,0.5,0,0,0,0,1,0,0,1,0,0,0
609,0.25,0,0.2470588235294117,0,1,1,0,0,0.5,1,0.827860696517413,0.75,0,0,0,0,1,0,0,0,1,0,0
610,0.25,0,0.2705882352941176,0,1,0,0,1,0.5,1,0.3144278606965174,0.5,0,1,0,0,0,0,0,0,0,0,0
611,1.0,1,0.1176470588235294,1,1,1,1,1,0.5,1,0.7338308457711442,0.5,0,0,0,0,1,0,0,0,0,0,0
612,0.75,0,0.0352941176470588,0,0,1,0,0,0.5,0,0.553233830845771,1.0,0,0,0,0,1,0,0,1,0,0,0
613,1.0,1,0.3411764705882353,1,1,1,0,1,0.5,1,0.9069651741293532,0.5,0,1,0,0,1,0,0,1,0,0,0
614,1.0,1,0.3294117647058823,0,1,0,0,1,0.5,1,0.7915422885572139,0.5,0,0,0,0,1,0,0,1,0,0,0
615,0.0,0,0.0,0,0,0,0,0,1.0,0,0.0124378109452736,0.5,0,0,0,0,0,1,0,0,0,0,1
616,0.75,0,0.2235294117647058,1,0,0,0,1,1.0,1,0.3039800995024875,0.5,0,1,0,1,0,0,0,1,0,0,0
617,1.0,1,0.1529411764705882,0,1,0,1,1,1.0,0,0.8671641791044776,0.75,0,1,0,0,1,0,0,0,0,0,0
618,0.0,0,0.2823529411764706,0,0,1,0,1,1.0,1,0.7820895522388059,0.75,0,0,0,0,1,0,0,0,0,0,0
619,1.0,0,0.3176470588235294,0,1,1,0,1,1.0,1,0.8054726368159204,0.75,0,0,0,0,1,0,0,0,0,0,0
620,1.0,1,0.2,0,1,1,0,1,0.5,1,0.5233830845771144,1.0,0,0,0,0,0,0,0,0,0,0,0
621,1.0,1,0.3411764705882353,0,1,1,0,1,1.0,1,0.7562189054726368,0.5,0,0,0,0,1,0,0,1,0,0,0
622,0.75,1,0.1764705882352941,0,0,1,0,1,0.5,1,0.8348258706467663,0.75,0,0,0,0,1,0,0,1,0,0,0
623,0.25,0,0.6235294117647059,0,1,1,0,1,1.0,1,0.6985074626865672,1.0,0,0,0,0,1,0,0,0,0,0,0
624,0.0,1,0.3058823529411765,1,1,0,1,1,1.0,0,0.4572139303482587,0.75,0,0,0,0,0,0,0,0,0,0,0
625,0.0,1,0.2,0,0,1,0,0,1.0,1,0.6223880597014925,1.0,0,0,0,0,1,0,0,0,0,0,0
626,0.0,0,0.2941176470588235,0,0,0,0,1,1.0,0,0.508457711442786,0.5,0,0,0,0,1,0,0,0,0,0,0
627,0.0,1,0.1529411764705882,0,1,1,1,0,1.0,1,0.926865671641791,0.5,0,0,0,0,1,0,0,0,0,0,0
628,1.0,0,0.2352941176470588,0,1,1,1,1,0.5,1,0.4218905472636816,1.0,0,0,0,1,0,0,0,0,0,0,0
629,0.25,1,0.2117647058823529,0,1,1,0,0,0.5,0,0.5318407960199005,1.0,0,0,0,1,0,0,0,0,0,0,0
630,1.0,0,0.1058823529411764,0,1,1,0,1,1.0,1,0.3507462686567164,0.5,0,0,0,0,0,0,0,1,0,0,0
631,0.75,1,0.1647058823529411,0,1,0,1,1,0.5,1,0.8810945273631839,0.5,0,0,0,0,1,0,0,1,0,0,0
632,0.0,0,0.0823529411764705,0,1,1,0,1,1.0,1,0.4646766169154229,0.75,0,0,0,0,0,0,0,0,0,0,0
633,1.0,0,0.2941176470588235,1,0,1,1,0,1.0,1,0.854228855721393,0.5,0,1,0,0,1,0,0,0,0,0,0
634,0.5,1,0.3176470588235294,0,1,0,0,1,1.0,1,0.7144278606965173,1.0,0,0,0,0,1,0,0,0,1,0,0
635,0.5,1,0.2823529411764706,0,1,1,0,1,1.0,1,0.8393034825870646,0.75,0,0,0,0,1,0,0,0,1,0,0
636,1.0,1,0.1294117647058823,1,0,0,0,1,1.0,1,0.6238805970149254,0.75,0,0,0,0,1,0,0,0,0,0,0
637,1.0,1,0.1058823529411764,0,1,1,0,1,1.0,1,0.900995024875622,1.0,0,0,0,0,1,0,0,0,0,0,0
638,1.0,1,0.2941176470588235,1,1,1,1,1,0.5,1,0.8671641791044776,0.75,0,1,0,0,1,0,0,0,0,0,0
639,0.0,0,0.2,0,0,0,0,1,1.0,1,0.2736318407960199,0.75,0,1,0,1,0,0,0,0,0,0,0
640,0.25,0,0.188235294117647,0,0,0,0,1,1.0,1,0.5203980099502488,0.5,0,0,0,0,1,0,0,0,1,0,0
641,0.75,1,0.2470588235294117,0,1,1,1,1,1.0,0,0.718407960199005,0.75,0,0,0,0,1,0,0,0,0,0,0
642,0.0,0,0.2941176470588235,0,0,1,0,1,1.0,0,0.553233830845771,0.75,0,0,0,0,1,0,0,0,0,0,0
643,0.5,1,0.3529411764705882,0,0,1,1,1,1.0,1,0.5059701492537313,0.5,0,1,0,1,0,0,0,0,0,0,0
644,0.0,0,0.1647058823529411,0,1,0,0,1,1.0,1,0.6522388059701492,0.5,0,0,0,0,1,0,0,0,0,0,0
645,0.25,1,0.1294117647058823,0,0,0,0,1,1.0,1,0.7557213930348259,0.75,0,0,0,0,1,0,0,0,0,0,0
646,1.0,1,0.2588235294117647,0,1,0,0,1,0.5,0,0.8034825870646766,1.0,0,0,0,0,1,0,0,0,0,0,0
647,0.75,1,0.2941176470588235,0,1,1,1,1,1.0,1,0.9203980099502488,1.0,0,0,0,0,1,0,0,0,0,0,0
648,1.0,1,0.2352941176470588,1,1,1,1,1,1.0,1,0.7796019900497512,0.75,0,0,0,0,1,0,0,0,0,0,0
649,0.75,0,0.2,0,0,1,1,1,0.5,0,0.56318407960199,1.0,0,0,0,1,0,0,0,0,0,0,0
650,1.0,1,0.1176470588235294,1,0,1,1,1,1.0,1,0.9034825870646768,0.5,0,0,0,0,1,0,0,0,0,0,0
651,1.0,1,0.0,0,0,0,0,0,1.0,1,0.0671641791044776,1.0,0,0,0,0,0,1,0,0,0,0,0
652,1.0,1,0.1764705882352941,0,1,1,0,1,0.5,1,0.8567164179104477,0.75,0,0,0,0,1,0,0,0,0,0,0
653,0.25,1,0.1764705882352941,0,0,0,1,1,1.0,1,0.4756218905472636,1.0,0,0,0,1,0,0,0,0,0,0,0
654,0.5,1,0.0823529411764705,1,0,1,0,1,0.5,1,0.8651741293532339,0.5,0,0,0,0,1,0,0,0,0,0,0
655,0.25,1,0.2117647058823529,0,0,1,0,1,1.0,1,0.607960199004975,1.0,0,1,0,0,1,0,0,0,0,0,0
656,1.0,1,0.3529411764705882,0,1,0,0,1,1.0,0,0.7970149253731342,0.5,0,0,0,0,1,0,0,0,0,0,0
657,0.25,1,0.2941176470588235,1,1,0,1,1,1.0,1,0.4507462686567164,0.5,0,1,0,1,0,0,0,0,0,1,0
658,0.75,1,0.1647058823529411,0,1,0,0,1,1.0,1,0.7144278606965173,1.0,0,0,0,0,1,0,0,0,0,0,0
659,0.75,1,0.2823529411764706,1,1,1,0,1,1.0,1,0.4895522388059702,0.5,0,1,0,1,0,0,0,0,0,0,0
660,0.75,0,0.2705882352941176,0,1,1,1,1,1.0,1,0.3208955223880597,0.5,0,0,0,1,0,0,0,0,0,0,0
661,0.25,0,0.2,0,0,1,0,1,0.5,0,0.4223880597014925,1.0,0,1,0,0,0,0,0,0,0,0,0
662,0.75,1,0.0235294117647058,0,1,0,0,1,0.5,1,0.8034825870646766,0.75,0,0,0,0,1,0,0,0,0,0,0
663,0.0,0,0.1176470588235294,0,1,0,0,1,1.0,1,0.3253731343283582,0.5,0,1,0,1,0,0,0,0,0,0,0
664,1.0,1,0.1529411764705882,1,1,1,1,1,1.0,0,0.7049751243781094,0.5,0,1,0,1,0,0,0,0,0,0,0
665,0.25,1,0.3176470588235294,0,0,0,0,1,1.0,0,0.6676616915422885,1.0,0,0,0,0,1,0,0,0,0,1,0
666,0.25,1,0.3176470588235294,0,1,0,0,0,1.0,0,0.363681592039801,1.0,0,1,0,0,0,0,0,0,0,0,0
667,0.5,1,0.2823529411764706,0,1,0,0,0,1.0,1,0.7208955223880598,1.0,0,0,0,0,1,0,0,0,0,0,0
668,0.0,0,0.1058823529411764,0,0,1,0,1,1.0,0,0.5696517412935324,0.5,0,1,0,0,1,0,0,0,0,0,0
669,1.0,1,0.1058823529411764,0,1,0,1,1,0.5,0,0.8706467661691543,0.75,0,0,0,0,1,0,0,0,0,0,0
670,0.0,1,0.2352941176470588,0,0,0,0,1,1.0,0,0.5577114427860697,1.0,0,0,0,0,1,0,0,0,0,0,0
671,0.0,0,0.3176470588235294,0,0,0,0,0,1.0,1,0.5208955223880596,0.75,0,1,0,0,1,0,0,0,0,0,1
672,0.25,1,0.2705882352941176,0,1,1,1,1,1.0,0,0.4597014925373134,0.75,0,0,0,0,0,0,0,0,0,0,0
673,0.25,0,0.2823529411764706,0,0,0,0,1,1.0,0,0.5114427860696518,0.5,0,0,0,0,1,0,0,0,0,1,0
674,1.0,1,0.0588235294117647,0,1,1,0,1,0.5,1,0.8447761194029851,0.5,0,0,0,0,1,0,0,0,0,0,0
675,0.75,1,0.188235294117647,0,0,1,0,0,1.0,1,0.8238805970149253,0.5,0,0,0,0,1,0,0,0,0,0,0
676,1.0,1,0.2705882352941176,1,1,1,0,1,1.0,1,0.6552238805970149,0.5,0,1,0,1,0,0,0,0,0,0,0
677,0.0,0,0.3411764705882353,0,0,0,0,1,1.0,1,0.5169154228855721,0.5,0,0,0,0,1,0,0,0,0,1,0
678,0.5,1,0.0941176470588235,0,0,1,0,1,1.0,0,0.56318407960199,1.0,0,0,0,1,0,0,0,0,0,0,0
679,1.0,1,0.1529411764705882,1,1,1,1,0,0.5,1,0.754228855721393,0.5,0,0,0,0,1,0,0,0,0,0,0
680,1.0,1,0.0588235294117647,1,1,1,0,1,1.0,1,0.8398009950248756,0.5,0,1,0,0,1,0,0,0,0,0,0
681,1.0,0,0.1058823529411764,0,1,1,1,1,1.0,1,0.7686567164179104,0.75,0,1,0,0,1,0,0,0,0,0,0
682,0.75,0,0.3529411764705882,1,1,1,1,1,1.0,1,0.6706467661691543,0.5,0,0,0,1,0,0,0,0,0,0,0
683,0.5,0,0.1411764705882353,0,1,1,0,1,0.5,1,0.8119402985074626,1.0,0,0,0,0,1,0,0,0,0,0,0
684,1.0,1,0.2823529411764706,1,0,1,1,1,1.0,1,0.9024875621890548,0.75,0,0,0,0,1,0,0,0,0,0,0
685,0.25,0,0.2705882352941176,0,0,0,0,1,1.0,0,0.7134328358208956,0.75,0,0,0,0,1,0,0,0,0,1,0
686,1.0,1,0.1529411764705882,0,1,0,1,1,1.0,1,0.8577114427860696,0.75,0,0,0,0,1,0,1,0,0,0,0
687,0.0,0,0.1058823529411764,0,0,0,0,1,1.0,1,0.5293532338308458,0.75,0,1,0,0,1,0,0,0,0,0,1
688,1.0,1,0.2823529411764706,1,1,1,1,1,1.0,1,0.7094527363184079,0.5,0,1,0,1,0,0,1,0,0,0,0
689,1.0,1,0.2352941176470588,0,1,0,0,1,1.0,1,0.8213930348258706,0.75,0,0,0,0,1,0,1,0,0,0,0
690,1.0,0,0.1058823529411764,1,1,1,1,0,1.0,0,0.5587064676616916,0.75,0,0,0,1,0,0,1,0,0,0,0
691,1.0,1,0.3529411764705882,1,1,1,1,1,1.0,1,0.7442786069651741,0.5,0,0,0,0,1,0,1,0,0,0,0
692,0.75,0,0.1294117647058823,1,0,1,1,1,0.5,1,0.8577114427860696,0.5,0,0,0,0,1,0,0,0,0,0,0
693,0.5,0,0.2705882352941176,0,0,0,0,1,1.0,1,0.7293532338308457,0.5,0,0,0,0,1,0,0,0,0,0,0
694,0.75,1,0.1058823529411764,0,0,1,1,1,1.0,0,0.854726368159204,0.75,0,0,0,0,1,0,0,0,0,0,0
695,0.0,0,0.2470588235294117,1,0,0,0,1,1.0,1,0.2980099502487562,0.5,0,0,0,1,0,0,0,0,0,0,1
696,1.0,1,0.0,0,0,0,0,0,1.0,1,0.0681592039800995,1.0,0,1,0,0,0,1,1,0,0,0,0
697,0.0,1,0.2705882352941176,0,0,0,1,1,1.0,1,0.8149253731343283,0.75,0,1,0,0,1,0,0,0,0,0,1
698,0.0,0,0.1411764705882353,0,0,1,1,1,1.0,1,0.4592039800995025,1.0,0,1,0,0,0,0,0,0,0,0,1
699,0.0,0,0.1764705882352941,0,0,0,0,1,1.0,0,0.2681592039800995,0.5,0,0,0,1,0,0,0,0,0,0,1
700,0.75,0,0.8823529411764706,1,0,1,1,1,1.0,1,0.8582089552238806,0.5,0,0,0,0,1,0,0,0,0,0,0
701,1.0,1,0.2470588235294117,0,1,1,0,1,1.0,1,0.7681592039800995,0.75,0,0,0,0,1,0,0,0,0,0,0
702,0.25,0,0.0470588235294117,0,0,1,0,1,1.0,1,0.6711442786069651,0.5,0,1,0,0,1,0,0,0,0,0,0
703,0.5,1,0.1176470588235294,0,0,1,0,1,1.0,0,0.8338308457711442,1.0,0,0,0,0,1,0,0,0,0,0,0
704,0.25,1,0.0705882352941176,0,0,0,0,1,1.0,1,0.6646766169154228,0.75,0,1,0,0,1,0,0,0,0,1,0
705,0.0,0,0.2823529411764706,1,0,1,1,1,1.0,0,0.2134328358208955,0.75,0,1,0,1,0,0,0,0,0,1,0
706,0.25,1,0.2941176470588235,0,0,1,1,1,1.0,0,0.7527363184079602,0.75,0,0,0,0,1,0,0,0,0,1,0
707,1.0,0,0.1647058823529411,1,1,1,1,1,1.0,1,0.9099502487562188,0.5,0,0,0,0,1,0,1,0,0,0,0
708,0.75,1,0.2588235294117647,0,0,1,0,1,1.0,1,0.7243781094527363,0.75,0,1,0,0,1,0,0,0,0,0,0
709,0.5,1,0.2588235294117647,0,0,1,0,1,0.5,1,0.7208955223880598,0.5,0,0,0,0,1,0,0,0,0,0,0
710,0.5,1,0.3176470588235294,1,1,0,0,0,0.5,0,0.763681592039801,0.75,0,1,0,0,1,0,0,0,0,0,0
711,0.0,0,0.2705882352941176,0,1,0,1,1,1.0,1,0.3611940298507462,0.75,0,0,0,0,0,0,0,0,0,0,0
712,0.25,1,0.0470588235294117,0,1,1,0,1,1.0,1,0.6786069651741293,0.75,0,0,0,0,1,0,0,0,0,0,0
