Calories,Total Fat,Saturated Fat,Monounsaturated Fat,Polyunsaturated Fat,Trans Fat,Cholesterol,Sodium,Total Carbohydrate,Dietary Fiber,Sugars,Sugar Alcohol,Protein,Vitamin A,Vitamin C,Calcium,Iron,class
170.0,15,6.0,0.0,0.0,0.0,40,610.0,2.0,0.0,1.0,0,8.0,0,0,0,0,'Less Often'
130.0,2,0.5,0.0,0.0,0.0,0,500.0,22.0,9.0,1.0,0,6.0,2,2,6,8,'In Moderation'
180.0,16,6.0,0.0,0.0,0.0,40,590.0,1.0,0.0,0.0,0,7.0,0,0,0,0,'Less Often'
170.0,15,6.0,0.0,0.0,0.0,40,720.0,1.0,0.0,1.0,0,8.0,0,0,0,0,'Less Often'
220.0,9,4.0,40.0,0.0,0.0,0,970.0,18.0,3.0,3.0,0,16.0,0,0,0,0,'Less Often'
220.0,9,4.0,0.0,0.0,0.0,40,970.0,18.0,3.0,3.0,0,16.0,0,0,0,0,'Less Often'
260.0,7,3.0,0.0,0.0,0.0,30,900.0,33.0,7.0,5.0,0,16.0,0,0,0,0,'In Moderation'
210.0,8,3.5,0.0,0.0,0.0,50,1130.0,19.0,3.0,6.0,0,16.0,0,0,0,0,'Less Often'
260.0,7,3.0,0.0,0.0,0.0,30,1080.0,33.0,7.0,5.0,0,16.0,0,0,0,0,'In Moderation'
260.0,7,3.0,0.0,0.0,0.0,30,1060.0,33.0,7.0,5.0,0,16.0,0,0,0,0,'In Moderation'
190.0,3,1.0,0.0,0.0,0.0,80,1230.0,16.0,3.0,4.0,0,23.0,0,0,0,0,'In Moderation'
210.0,3,1.0,0.0,0.0,0.0,45,1250.0,28.0,6.0,6.0,0,17.0,0,0,0,0,'In Moderation'
110.0,1,0.0,0.0,0.0,0.0,0,400.0,18.0,7.0,0.0,0,7.0,2,2,4,8,'In Moderation'
190.0,1,0.0,0.0,0.0,0.0,0,780.0,35.0,10.0,6.0,0,11.0,0,0,0,0,'In Moderation'
90.0,6,2.0,0.0,0.0,0.0,30,620.0,0.0,0.0,0.0,0,9.0,0,0,0,0,'Less Often'
70.0,3,1.0,0.0,0.0,0.0,45,270.0,0.0,0.0,0.0,0,11.0,0,0,0,0,'Less Often'
60.0,2,0.5,0.0,0.0,0.0,35,270.0,0.0,0.0,0.0,0,11.0,0,0,0,0,'In Moderation'
110.0,2,0.0,0.0,0.0,0.0,0,330.0,18.0,6.0,1.0,0,6.0,0,0,4,0,'In Moderation'
35.0,0,0.0,0.0,0.0,0.0,0,380.0,7.0,3.0,1.0,0,2.0,10,4,4,6,'In Moderation'
25.0,0,0.0,0.0,0.0,0.0,0,360.0,3.0,1.0,2.0,0,2.0,15,15,0,0,'In Moderation'
110.0,1,0.0,0.0,0.0,0.0,0,470.0,20.0,6.0,2.0,0,6.0,4,0,4,0,'In Moderation'
35.0,0,0.0,0.0,0.0,0.0,0,180.0,8.0,3.0,3.0,0,0.0,270,6,4,0,'In Moderation'
100.0,1,0.0,0.0,0.0,0.0,0,270.0,21.0,7.0,3.0,0,7.0,0,0,2,0,'Less Often'
130.0,1,0.0,0.0,0.0,0.0,0,260.0,21.0,7.0,2.0,0,8.0,2,2,8,10,'In Moderation'
45.0,1,0.0,0.0,0.0,0.0,0,200.0,5.0,3.0,0.0,0,5.0,70,25,25,0,'In Moderation'
20.0,0,0.0,0.0,0.0,0.0,0,110.0,4.0,2.0,1.0,0,1.0,4,0,2,0,'More Often'
25.0,0,0.0,0.0,0.0,0.0,0,110.0,4.0,2.0,1.0,0,2.0,4,2,4,0,'In Moderation'
80.0,1,0.0,0.0,0.0,0.0,0,310.0,17.0,2.0,4.0,0,2.0,0,0,6,0,'In Moderation'
30.0,0,0.0,0.0,0.0,0.0,0,270.0,7.0,2.0,5.0,0,1.0,10,20,2,0,'In Moderation'
25.0,0,0.0,0.0,0.0,0.0,0,220.0,4.0,1.0,3.0,0,1.0,10,20,2,0,'In Moderation'
90.0,0,0.0,0.0,0.0,0.0,0,400.0,19.0,5.0,1.0,0,6.0,0,0,4,10,'In Moderation'
40.0,0,0.0,0.0,0.0,0.0,0,290.0,8.0,2.0,1.0,0,1.0,130,8,2,0,'In Moderation'
110.0,1,0.0,0.0,0.0,0.0,0,370.0,19.0,6.0,5.0,0,6.0,20,15,4,0,'In Moderation'
20.0,0,0.0,0.0,0.0,0.0,0,390.0,4.0,2.0,2.0,0,1.0,6,4,2,0,'More Often'
110.0,0,0.0,0.0,0.0,0.0,0,500.0,19.0,6.0,0.0,0,7.0,2,2,4,8,'In Moderation'
15.0,0,0.0,0.0,0.0,0.0,0,20.0,2.0,2.0,0.0,0,2.0,100,10,6,0,'More Often'
15.0,0,0.0,0.0,0.0,0.0,0,20.0,2.0,2.0,0.0,0,2.0,100,10,6,0,'More Often'
25.0,0,0.0,0.0,0.0,0.0,0,35.0,3.0,2.0,1.0,0,2.0,140,30,15,0,'In Moderation'
5.0,0,0.0,0.0,0.0,0.0,0,180.0,1.0,1.0,0.0,0,0.0,0,4,0,0,'More Often'
80.0,0,0.0,0.0,0.0,0.0,0,350.0,18.0,5.0,1.0,0,5.0,0,0,4,10,'In Moderation'
110.0,1,0.0,0.0,0.0,0.0,0,450.0,19.0,6.0,0.0,0,5.0,2,2,4,8,'In Moderation'
30.0,0,0.0,0.0,0.0,0.0,0,25.0,7.0,2.0,5.0,0,1.0,10,10,2,2,'In Moderation'
50.0,1,0.0,0.0,0.0,0.0,0,340.0,6.0,4.0,1.0,0,4.0,210,10,10,4,'In Moderation'
110.0,0,0.0,0.0,0.0,0.0,0,390.0,19.0,6.0,0.0,0,6.0,2,2,4,10,'In Moderation'
45.0,1,0.0,0.0,0.0,0.0,35,290.0,2.0,0.0,1.0,0,8.0,0,0,20,4,'In Moderation'
60.0,0,0.0,0.0,0.0,0.0,0,10.0,15.0,1.0,14.0,0,0.0,0,4,0,0,'In Moderation'
60.0,0,0.0,0.0,0.0,0.0,0,10.0,15.0,1.0,14.0,0,0.0,4,4,0,2,'In Moderation'
130.0,3,1.5,0.0,0.0,0.0,40,740.0,8.0,0.0,1.0,0,18.0,0,0,0,10,'In Moderation'
60.0,0,0.0,0.0,0.0,0.0,0,10.0,15.0,1.0,14.0,0,0.0,4,4,0,2,'In Moderation'
60.0,0,0.0,0.0,0.0,0.0,0,10.0,15.0,1.0,14.0,0,0.0,6,8,0,2,'In Moderation'
60.0,0,0.0,0.0,0.0,0.0,0,10.0,16.0,1.0,15.0,0,0.0,30,8,0,2,'In Moderation'
60.0,0,0.0,0.0,0.0,0.0,0,10.0,15.0,1.0,14.0,0,0.0,4,4,0,2,'In Moderation'
60.0,0,0.0,0.0,0.0,0.0,0,10.0,15.0,1.0,14.0,0,0.0,0,4,0,0,'In Moderation'
60.0,0,0.0,0.0,0.0,0.0,0,10.0,15.0,1.0,14.0,0,0.0,6,8,0,2,'In Moderation'
20.0,0,0.0,0.0,0.0,0.0,0,390.0,4.0,2.0,2.0,0,1.0,6,4,2,4,'More Often'
20.0,0,0.0,0.0,0.0,0.0,0,390.0,4.0,2.0,2.0,0,1.0,6,4,2,4,'More Often'
20.0,0,0.0,0.0,0.0,0.0,0,360.0,4.0,2.0,2.0,0,1.0,0,6,2,2,'More Often'
35.0,0,0.0,0.0,0.0,0.0,0,300.0,8.0,3.0,5.0,0,0.0,300,6,2,2,'In Moderation'
20.0,0,0.0,0.0,0.0,0.0,0,365.0,3.0,1.0,0.0,0,2.0,8,25,0,2,'More Often'
60.0,0,0.0,0.0,0.0,0.0,0,360.0,11.0,2.0,4.0,0,2.0,100,6,2,4,'In Moderation'
50.0,1,0.0,0.0,0.0,0.0,0,310.0,12.0,2.0,5.0,0,2.0,4,6,0,2,'In Moderation'
60.0,1,0.0,0.0,0.0,0.0,0,360.0,11.0,3.0,7.0,0,2.0,0,6,0,2,'In Moderation'
150.0,3,0.5,1.0,1.0,0.0,0,0.0,27.0,4.0,0.0,0,5.0,0,0,0,10,'In Moderation'
130.0,0,0.0,0.0,0.0,0.0,0,0.0,27.0,1.0,0.0,0,4.0,0,0,10,60,'In Moderation'
210.0,3,0.5,0.0,0.0,0.0,0,320.0,44.0,3.0,14.0,0,4.0,10,0,25,25,'In Moderation'
120.0,1,0.0,0.0,0.0,0.0,0,290.0,26.0,1.0,3.0,0,2.0,10,10,10,50,'In Moderation'
160.0,1,0.0,0.0,0.0,0.0,0,340.0,38.0,5.0,5.0,0,5.0,10,10,10,80,'In Moderation'
130.0,3,0.5,2.0,0.5,0.0,0,220.0,25.0,1.0,10.0,0,1.0,10,10,10,25,'Less Often'
120.0,1,0.0,0.0,0.5,0.0,0,170.0,26.0,1.0,13.0,0,1.0,10,10,10,25,'Less Often'
110.0,1,0.0,0.0,0.0,0.0,0,190.0,22.0,1.0,12.0,0,2.0,10,10,10,25,'Less Often'
110.0,1,0.0,0.0,0.0,0.0,0,200.0,23.0,3.0,6.0,0,2.0,10,25,10,100,'In Moderation'
100.0,1,0.0,0.0,0.0,0.0,0,190.0,23.0,3.0,5.0,0,2.0,10,100,100,100,'In Moderation'
120.0,2,0.0,0.5,0.0,0.0,0,180.0,28.0,1.0,13.0,0,1.0,10,10,10,25,'Less Often'
120.0,1,0.0,0.0,0.0,0.0,0,190.0,27.0,1.0,14.0,0,1.0,10,25,4,25,'Less Often'
170.0,2,0.0,0.0,0.0,0.0,0,210.0,37.0,5.0,9.0,0,4.0,15,0,0,90,'In Moderation'
110.0,1,0.0,0.0,0.0,0.0,0,210.0,23.0,4.0,6.0,0,3.0,15,100,0,100,'In Moderation'
170.0,1,0.0,0.0,0.0,0.0,0,0.0,40.0,6.0,6.0,0,6.0,0,0,2,6,'In Moderation'
180.0,1,0.0,0.0,0.0,0.0,0,0.0,43.0,5.0,12.0,0,4.0,0,0,0,10,'Less Often'
110.0,1,1.0,0.0,0.0,0.0,0,190.0,26.0,3.0,9.0,0,1.0,15,0,0,10,'Less Often'
110.0,2,1.0,0.0,0.0,0.0,0,190.0,26.0,3.0,9.0,0,1.0,15,0,0,10,'Less Often'
110.0,5,1.5,0.0,0.0,0.0,0,90.0,20.0,5.0,9.0,0,1.0,10,0,0,8,'Less Often'
110.0,5,1.5,0.0,0.0,0.0,0,90.0,21.0,5.0,10.0,0,1.0,10,0,0,6,'Less Often'
140.0,5,1.5,0.0,0.0,0.0,0,140.0,24.0,1.0,13.0,0,1.0,10,0,0,10,'Less Often'
200.0,2,1.5,0.0,0.0,0.0,0,160.0,37.0,0.0,17.0,0,2.0,10,0,0,10,'Less Often'
210.0,5,1.5,0.0,0.0,0.0,0,160.0,38.0,0.0,19.0,0,2.0,10,0,0,10,'Less Often'
200.0,5,1.5,0.0,0.0,0.0,0,170.0,37.0,0.0,17.0,0,2.0,10,0,0,10,'Less Often'
120.0,4,0.5,0.0,0.0,0.0,0,100.0,22.0,3.0,12.0,0,3.0,0,0,2,4,'In Moderation'
90.0,2,1.0,0.0,0.0,0.0,0,95.0,18.0,0.0,9.0,0,1.0,0,0,0,0,'In Moderation'
90.0,2,1.0,0.0,0.0,0.0,0,95.0,18.0,0.0,9.0,0,1.0,0,0,0,0,'In Moderation'
90.0,2,0.0,0.0,0.0,0.0,0,110.0,16.0,0.0,7.0,0,2.0,0,0,0,0,'In Moderation'
200.0,3,0.0,0.0,1.0,1.0,0,20.0,39.0,4.0,6.0,0,6.0,0,0,2,10,'In Moderation'
180.0,3,0.0,0.5,1.0,0.0,0,15.0,36.0,4.0,11.0,0,6.0,0,0,2,10,'In Moderation'
190.0,3,0.0,0.5,1.0,0.0,0,20.0,37.0,4.0,6.0,0,6.0,0,0,2,10,'In Moderation'
180.0,3,0.0,0.5,1.0,0.0,0,5.0,36.0,4.0,5.0,0,6.0,0,0,2,10,'In Moderation'
180.0,5,1.0,1.5,2.0,0.0,0,50.0,35.0,3.0,11.0,0,4.0,0,10,0,4,'In Moderation'
220.0,6,1.5,0.5,1.0,0.0,0,50.0,35.0,4.0,12.0,0,6.0,0,10,4,8,'In Moderation'
190.0,2,0.0,0.5,1.0,0.0,0,5.0,35.0,4.0,15.0,0,6.0,0,0,2,10,'In Moderation'
210.0,4,0.0,0.0,0.0,0.0,0,160.0,42.0,7.0,10.0,0,6.0,0,2,2,15,'In Moderation'
180.0,6,0.5,0.0,0.0,0.0,0,160.0,29.0,2.0,11.0,0,4.0,0,0,0,6,'In Moderation'
180.0,6,0.5,0.0,0.0,0.0,0,160.0,29.0,2.0,11.0,0,4.0,0,0,0,6,'In Moderation'
180.0,7,1.0,0.0,0.0,0.0,0,190.0,30.0,2.0,11.0,0,5.0,0,0,0,6,'In Moderation'
190.0,7,1.0,0.0,0.0,0.0,0,170.0,29.0,2.0,12.0,0,4.0,0,0,0,4,'In Moderation'
190.0,7,1.0,0.0,0.0,0.0,0,180.0,28.0,2.0,11.0,0,4.0,0,0,2,6,'In Moderation'
130.0,3,1.5,0.0,0.0,0.0,0,130.0,26.0,2.0,13.0,0,2.0,10,25,4,25,'Less Often'
190.0,7,1.0,0.0,0.0,0.0,0,160.0,28.0,2.0,11.0,0,4.0,0,0,2,6,'In Moderation'
110.0,1,0.0,0.0,0.0,0.0,0,180.0,26.0,1.0,13.0,0,1.0,10,10,10,45,'Less Often'
110.0,2,0.0,0.5,0.0,0.0,0,150.0,23.0,1.0,12.0,0,1.0,0,10,10,25,'Less Often'
110.0,1,0.0,0.0,0.0,0.0,0,120.0,24.0,3.0,4.0,0,3.0,15,0,0,45,'In Moderation'
90.0,2,0.0,0.0,0.0,0.0,0,80.0,19.0,1.0,7.0,0,1.0,0,0,8,2,'In Moderation'
90.0,2,0.0,0.0,0.0,0.0,0,115.0,19.0,1.0,7.0,0,2.0,0,0,10,2,'In Moderation'
160.0,4,0.5,0.0,0.0,0.0,0,115.0,28.0,3.0,13.0,0,3.0,0,0,0,0,'In Moderation'
150.0,2,0.5,0.0,0.0,0.0,0,95.0,30.0,3.0,14.0,0,3.0,0,0,0,0,'In Moderation'
110.0,1,0.0,0.0,0.0,0.0,0,125.0,25.0,2.0,4.0,0,3.0,0,0,0,25,'In Moderation'
190.0,2,0.5,0.5,1.0,0.0,0,150.0,43.0,9.0,12.0,0,9.0,10,10,20,25,'In Moderation'
60.0,1,0.0,0.0,0.0,0.0,0,105.0,25.0,14.0,0.0,0,2.0,0,10,10,25,'In Moderation'
160.0,2,0.0,0.0,0.5,0.0,0,280.0,42.0,13.0,6.0,0,5.0,0,0,10,25,'In Moderation'
170.0,1,0.0,0.0,0.0,0.0,0,260.0,45.0,11.0,13.0,0,4.0,0,0,10,25,'In Moderation'
180.0,3,0.5,1.5,0.5,0.0,0,230.0,38.0,5.0,14.0,0,14.0,0,0,2,25,'In Moderation'
160.0,1,0.0,0.0,0.0,0.0,0,230.0,40.0,5.0,17.0,0,3.0,10,0,100,100,'In Moderation'
120.0,0,0.0,0.0,0.0,0.0,0,300.0,28.0,1.0,3.0,0,2.0,10,10,25,45,'In Moderation'
100.0,0,0.0,0.0,0.0,0.0,0,240.0,23.0,0.0,2.0,0,2.0,10,10,10,50,'In Moderation'
110.0,2,0.5,0.5,0.5,0.0,0,280.0,22.0,3.0,1.0,0,3.0,10,10,15,45,'In Moderation'
110.0,1,0.0,0.0,0.0,0.0,0,210.0,25.0,3.0,3.0,0,2.0,10,10,15,45,'In Moderation'
140.0,3,1.0,1.0,0.5,1.0,0,125.0,25.0,1.0,10.0,0,2.0,0,0,0,6,'In Moderation'
140.0,4,0.5,0.0,0.0,0.0,0,110.0,24.0,1.0,11.0,0,2.0,0,0,0,2,'In Moderation'
130.0,2,0.0,0.0,0.0,0.0,0,150.0,27.0,1.0,9.0,0,2.0,0,0,0,0,'In Moderation'
130.0,2,0.5,0.0,0.0,0.0,0,120.0,31.0,9.0,11.0,0,2.0,0,0,10,0,'In Moderation'
140.0,4,1.5,0.0,0.0,0.0,0,105.0,30.0,9.0,9.0,0,2.0,0,0,10,0,'In Moderation'
140.0,4,1.5,1.5,0.5,0.0,0,90.0,29.0,9.0,10.0,0,2.0,2,0,10,2,'In Moderation'
140.0,3,0.5,0.0,0.0,0.0,0,90.0,29.0,9.0,9.0,0,2.0,0,0,10,2,'In Moderation'
180.0,4,2.0,0.0,0.0,0.0,0,140.0,33.0,1.0,16.0,0,3.0,15,15,25,30,'Less Often'
170.0,4,2.0,0.0,0.0,0.0,0,125.0,29.0,1.0,15.0,0,3.0,15,15,25,30,'Less Often'
210.0,3,0.5,1.0,1.0,0.0,0,210.0,43.0,6.0,9.0,0,7.0,10,10,10,90,'In Moderation'
120.0,1,0.0,0.0,0.0,0.0,0,125.0,25.0,1.0,2.0,0,2.0,0,0,0,2,'In Moderation'
140.0,1,0.0,0.0,0.0,0.0,0,0.0,31.0,5.0,0.0,0,4.0,0,0,2,6,'In Moderation'
120.0,2,0.0,0.0,0.0,0.0,0,125.0,22.0,3.0,1.0,0,4.0,0,0,0,4,'In Moderation'
110.0,0,0.0,0.0,0.0,0.0,0,80.0,25.0,3.0,6.0,0,2.0,0,25,25,25,'In Moderation'
90.0,1,0.0,0.0,0.0,0.0,0,190.0,23.0,5.0,5.0,0,2.0,0,10,0,2,'In Moderation'
110.0,1,0.0,0.0,0.0,0.0,0,170.0,26.0,1.0,12.0,0,2.0,10,25,0,25,'Less Often'
150.0,5,2.0,1.5,0.5,0.0,0,105.0,28.0,9.0,9.0,0,3.0,2,0,10,2,'Less Often'
140.0,4,2.0,1.5,0.5,0.0,0,90.0,29.0,9.0,10.0,0,2.0,0,0,10,0,'Less Often'
180.0,3,0.0,1.5,0.5,0.0,0,260.0,41.0,9.0,10.0,0,3.0,0,10,10,25,'In Moderation'
200.0,1,0.0,0.0,0.5,0.0,0,0.0,50.0,9.0,12.0,0,5.0,0,0,0,90,'In Moderation'
130.0,1,0.0,0.0,0.0,0.0,0,150.0,30.0,1.0,16.0,0,1.0,15,25,10,25,'Less Often'
130.0,4,0.5,1.0,1.0,0.0,0,140.0,24.0,1.0,10.0,0,1.0,10,10,10,50,'Less Often'
120.0,2,0.0,0.5,0.0,0.0,0,230.0,26.0,0.0,13.0,0,1.0,10,10,0,50,'Less Often'
120.0,2,0.0,0.5,0.0,0.0,0,220.0,26.0,1.0,13.0,0,1.0,10,10,0,50,'Less Often'
120.0,0,0.0,0.0,0.0,0.0,0,270.0,28.0,0.0,15.0,0,1.0,15,25,0,10,'In Moderation'
130.0,0,0.0,0.0,0.0,0.0,0,300.0,29.0,0.0,3.0,0,2.0,15,25,0,50,'In Moderation'
120.0,1,1.0,0.0,0.0,0.0,0,150.0,26.0,0.0,13.0,0,1.0,15,0,0,10,'Less Often'
110.0,1,0.0,0.0,0.0,0.0,0,170.0,24.0,0.0,11.0,0,1.0,15,0,0,10,'Less Often'
120.0,0,0.0,0.0,0.0,0.0,0,180.0,28.0,1.0,12.0,0,2.0,15,25,0,25,'Less Often'
120.0,1,0.5,0.0,0.0,0.0,0,180.0,29.0,1.0,13.0,0,1.0,15,25,0,25,'Less Often'
110.0,0,0.0,0.0,0.0,0.0,0,65.0,24.0,0.0,15.0,0,2.0,10,10,0,50,'Less Often'
110.0,1,0.0,0.0,0.0,0.0,0,220.0,26.0,1.0,11.0,0,1.0,10,10,0,50,'Less Often'
130.0,3,0.5,1.0,1.0,0.0,0,270.0,25.0,1.0,10.0,0,1.0,10,10,10,50,'Less Often'
110.0,2,0.0,0.5,0.5,0.0,0,210.0,24.0,2.0,10.0,0,2.0,10,10,10,50,'In Moderation'
120.0,2,0.0,1.0,0.0,0.0,0,150.0,25.0,1.0,6.0,0,2.0,10,10,0,50,'In Moderation'
220.0,2,0.0,0.0,1.0,0.0,0,340.0,49.0,6.0,24.0,0,5.0,10,0,2,50,'In Moderation'
190.0,1,0.0,0.0,0.5,0.0,0,10.0,45.0,6.0,11.0,0,5.0,0,0,0,90,'Less Often'
190.0,1,0.0,0.0,0.5,0.0,0,10.0,45.0,6.0,11.0,0,5.0,0,0,0,90,'Less Often'
190.0,1,0.0,0.0,0.5,0.0,0,10.0,45.0,6.0,11.0,0,5.0,0,0,0,90,'Less Often'
130.0,0,0.0,0.0,0.0,0.0,0,0.0,27.0,1.0,7.0,0,4.0,0,0,10,60,'Less Often'
170.0,0,0.0,0.0,0.0,0.0,0,0.0,27.0,1.0,13.0,0,4.0,0,0,10,60,'Less Often'
170.0,6,2.5,0.0,0.0,0.0,0,170.0,26.0,9.0,8.0,0,7.0,15,10,2,10,'Less Often'
170.0,7,3.0,0.0,0.0,0.0,0,170.0,27.0,9.0,12.0,0,7.0,15,10,2,10,'Less Often'
200.0,5,0.0,2.0,2.0,0.0,0,140.0,36.0,8.0,12.0,0,9.0,0,0,0,8,'In Moderation'
170.0,2,0.0,0.0,0.0,0.0,0,105.0,41.0,8.0,13.0,0,4.0,0,0,0,6,'In Moderation'
160.0,2,0.0,0.0,0.0,0.0,0,110.0,42.0,12.0,10.0,0,5.0,0,0,0,10,'In Moderation'
120.0,2,0.0,0.0,0.0,0.0,0,85.0,25.0,5.0,5.0,0,4.0,25,50,0,10,'In Moderation'
200.0,2,0.0,0.0,0.0,0.0,0,135.0,44.0,4.0,12.0,0,6.0,25,50,0,10,'In Moderation'
110.0,2,0.0,0.0,0.0,0.0,0,80.0,24.0,5.0,5.0,0,4.0,25,50,0,10,'In Moderation'
180.0,1,0.0,0.0,0.0,0.0,0,150.0,41.0,6.0,4.0,0,6.0,0,0,0,8,'In Moderation'
210.0,2,0.0,0.0,0.0,0.0,0,260.0,47.0,7.0,3.0,0,7.0,0,0,2,8,'In Moderation'
70.0,1,0.0,0.0,0.0,0.0,0,0.0,15.0,1.0,0.0,0,2.0,0,0,0,2,'In Moderation'
150.0,2,0.0,0.0,0.0,0.0,0,100.0,25.0,7.0,6.0,0,9.0,0,0,0,6,'In Moderation'
150.0,2,0.0,0.0,0.0,0.0,0,100.0,26.0,5.0,7.0,0,8.0,0,0,0,8,'In Moderation'
160.0,2,0.0,0.0,0.0,0.0,0,100.0,33.0,5.0,12.0,0,4.0,25,50,10,10,'In Moderation'
130.0,3,0.5,0.0,0.0,0.0,0,105.0,24.0,2.0,12.0,0,2.0,15,0,20,10,'In Moderation'
120.0,0,0.0,0.0,0.0,0.0,0,220.0,26.0,1.0,9.0,0,3.0,15,35,0,45,'In Moderation'
120.0,1,0.0,0.0,0.0,0.0,0,220.0,23.0,0.0,4.0,0,6.0,15,35,0,45,'In Moderation'
290.0,6,4.5,0.0,0.0,0.0,0,250.0,45.0,6.0,31.0,0,13.0,0,0,8,10,'Less Often'
290.0,6,4.0,0.0,0.0,0.0,0,200.0,49.0,6.0,35.0,0,13.0,4,2,8,4,'Less Often'
290.0,6,4.0,0.0,0.0,0.0,0,200.0,50.0,6.0,35.0,0,13.0,0,0,8,4,'Less Often'
280.0,5,3.0,0.0,0.0,0.0,0,140.0,49.0,6.0,33.0,0,13.0,0,0,10,4,'In Moderation'
290.0,6,4.5,0.0,0.0,0.0,0,280.0,48.0,6.0,31.0,0,13.0,0,0,8,10,'Less Often'
200.0,1,0.0,0.0,0.5,0.0,0,290.0,48.0,7.0,4.0,0,6.0,15,0,2,90,'In Moderation'
120.0,2,0.0,1.0,0.0,0.0,0,150.0,25.0,2.0,6.0,0,2.0,15,0,0,60,'In Moderation'
130.0,3,0.0,1.5,0.5,0.0,0,150.0,25.0,2.0,6.0,0,2.0,15,0,0,60,'In Moderation'
120.0,2,0.0,1.0,0.0,0.0,0,150.0,25.0,2.0,6.0,0,2.0,15,0,0,45,'In Moderation'
120.0,2,0.0,1.0,0.5,0.0,0,140.0,26.0,2.0,8.0,0,2.0,15,8,0,45,'In Moderation'
120.0,2,0.0,1.0,0.5,0.0,0,135.0,26.0,2.0,8.0,0,2.0,15,0,0,45,'In Moderation'
220.0,4,0.0,1.5,1.0,0.0,0,170.0,46.0,4.0,11.0,0,4.0,15,0,0,90,'In Moderation'
120.0,2,0.0,1.0,0.0,0.0,0,150.0,25.0,2.0,7.0,0,2.0,15,0,0,45,'In Moderation'
240.0,6,0.5,2.0,3.0,0.0,0,230.0,44.0,4.0,12.0,0,5.0,15,0,2,90,'In Moderation'
210.0,5,0.0,2.5,1.0,0.0,0,130.0,40.0,4.0,14.0,0,4.0,15,0,0,50,'In Moderation'
220.0,6,0.5,3.5,1.5,0.0,0,150.0,38.0,4.0,9.0,0,5.0,15,0,0,50,'In Moderation'
220.0,3,0.0,1.5,1.0,0.0,0,280.0,45.0,2.0,16.0,0,3.0,15,0,2,10,'In Moderation'
200.0,4,0.0,2.0,1.0,0.0,0,115.0,39.0,3.0,13.0,0,4.0,15,0,0,10,'In Moderation'
220.0,5,2.0,2.0,1.0,0.0,0,150.0,40.0,3.0,13.0,0,4.0,15,0,2,10,'In Moderation'
210.0,4,0.0,2.0,1.0,0.0,0,220.0,41.0,5.0,10.0,0,4.0,15,0,0,50,'In Moderation'
220.0,7,1.0,2.5,2.0,0.0,0,130.0,38.0,7.0,11.0,0,6.0,0,0,0,6,'In Moderation'
230.0,9,1.5,4.5,2.5,0.0,0,140.0,36.0,7.0,11.0,0,6.0,0,0,0,8,'Less Often'
220.0,7,1.5,3.0,2.0,0.0,0,120.0,38.0,7.0,12.0,0,6.0,0,0,0,6,'In Moderation'
220.0,6,1.0,3.0,2.0,0.0,0,150.0,39.0,7.0,9.0,0,6.0,0,0,0,8,'In Moderation'
100.0,2,0.0,0.0,0.0,0.0,0,135.0,25.0,6.0,6.0,0,2.0,0,0,0,0,'In Moderation'
200.0,4,0.0,0.5,2.0,0.0,0,125.0,42.0,7.0,10.0,0,5.0,50,50,20,6,'In Moderation'
170.0,3,1.0,0.0,0.0,0.0,0,100.0,43.0,12.0,10.0,0,4.0,0,0,20,8,'In Moderation'
180.0,1,0.0,0.0,0.0,0.0,0,0.0,43.0,6.0,7.0,0,6.0,0,0,0,8,'In Moderation'
190.0,1,0.0,0.0,0.0,0.0,0,5.0,44.0,6.0,9.0,0,6.0,0,0,0,8,'In Moderation'
120.0,2,0.0,0.0,0.0,0.0,0,160.0,23.0,3.0,5.0,0,5.0,10,25,15,50,'In Moderation'
120.0,0,0.0,0.0,0.0,0.0,0,200.0,28.0,1.0,9.0,0,2.0,0,4,0,2,'In Moderation'
190.0,5,1.5,0.0,0.0,0.0,0,220.0,27.0,6.0,14.0,0,12.0,0,15,20,10,'In Moderation'
190.0,5,1.5,0.0,0.0,0.0,0,240.0,27.0,6.0,14.0,0,12.0,0,15,20,10,'In Moderation'
190.0,5,1.5,0.0,0.0,0.0,0,240.0,27.0,6.0,14.0,0,12.0,0,15,20,10,'In Moderation'
190.0,5,2.0,0.0,0.0,0.0,0,260.0,27.0,6.0,13.0,0,12.0,0,15,20,10,'In Moderation'
190.0,5,1.5,0.0,0.0,0.0,0,250.0,27.0,6.0,13.0,0,12.0,0,15,20,10,'In Moderation'
110.0,3,0.0,0.0,0.0,0.0,0,105.0,21.0,3.0,9.0,0,2.0,0,0,0,0,'In Moderation'
110.0,3,0.0,0.0,0.0,0.0,0,125.0,21.0,3.0,9.0,0,2.0,0,0,0,0,'In Moderation'
110.0,3,0.0,0.0,0.0,0.0,0,105.0,21.0,3.0,9.0,0,2.0,0,0,0,0,'In Moderation'
120.0,2,0.5,0.0,0.0,0.0,0,65.0,24.0,4.0,8.0,0,5.0,0,0,0,6,'In Moderation'
130.0,4,0.5,0.0,0.0,0.0,0,90.0,21.0,4.0,6.0,0,6.0,0,0,0,8,'In Moderation'
140.0,5,0.5,0.0,0.0,0.0,0,115.0,19.0,4.0,5.0,0,7.0,0,0,0,8,'Less Often'
140.0,5,0.5,0.0,0.0,0.0,0,90.0,19.0,4.0,5.0,0,7.0,0,0,0,6,'Less Often'
